hsa-let-7a-1,Gene_1
hsa-mir-6840,Gene_577
hsa-mir-6841,Gene_576
hsa-mir-6842,Gene_575
hsa-mir-6843,Gene_574
hsa-mir-6844,Gene_573
hsa-mir-6845,Gene_572
hsa-mir-6846,Gene_571
hsa-mir-6847,Gene_570
hsa-mir-6848,Gene_569
hsa-mir-6849,Gene_568
hsa-mir-6850,Gene_567
hsa-mir-6851,Gene_566
hsa-mir-6852,Gene_565
hsa-mir-6853,Gene_564
hsa-mir-6854,Gene_563
hsa-mir-6855,Gene_562
hsa-mir-6856,Gene_561
hsa-mir-6857,Gene_560
hsa-mir-6858,Gene_559
hsa-mir-6859-1,Gene_558
hsa-mir-6859-2,Gene_557
hsa-mir-6859-3,Gene_556
hsa-mir-6859-4,Gene_555
hsa-mir-6860,Gene_554
hsa-mir-6861,Gene_553
hsa-mir-6862-1,Gene_552
hsa-mir-6862-2,Gene_551
hsa-mir-6863,Gene_550
hsa-mir-6864,Gene_549
hsa-mir-6865,Gene_548
hsa-mir-6866,Gene_547
hsa-mir-6867,Gene_546
hsa-mir-6868,Gene_545
hsa-mir-6869,Gene_544
hsa-mir-6870,Gene_543
hsa-mir-6871,Gene_542
hsa-mir-6872,Gene_541
hsa-mir-6873,Gene_540
hsa-mir-6874,Gene_539
hsa-mir-6875,Gene_538
hsa-mir-6876,Gene_537
hsa-mir-6877,Gene_536
hsa-mir-6878,Gene_535
hsa-mir-6879,Gene_534
hsa-mir-6880,Gene_533
hsa-mir-6881,Gene_532
hsa-mir-6882,Gene_531
hsa-mir-6883,Gene_530
hsa-mir-6884,Gene_529
hsa-mir-6885,Gene_528
hsa-mir-6886,Gene_527
hsa-mir-6887,Gene_526
hsa-mir-6888,Gene_525
hsa-mir-6889,Gene_524
hsa-mir-6890,Gene_523
hsa-mir-6891,Gene_522
hsa-mir-6892,Gene_521
hsa-mir-6893,Gene_520
hsa-mir-6894,Gene_519
hsa-mir-6895,Gene_518
hsa-mir-7-1,Gene_517
hsa-mir-7-2,Gene_516
hsa-mir-7-3,Gene_515
hsa-mir-708,Gene_514
hsa-mir-7106,Gene_513
hsa-mir-7107,Gene_512
hsa-mir-7108,Gene_511
hsa-mir-7109,Gene_510
hsa-mir-711,Gene_509
hsa-mir-7110,Gene_508
hsa-mir-7111,Gene_507
hsa-mir-7112,Gene_506
hsa-mir-7113,Gene_505
hsa-mir-7114,Gene_504
hsa-mir-7150,Gene_503
hsa-mir-7151,Gene_502
hsa-mir-7152,Gene_501
hsa-mir-7153,Gene_500
hsa-mir-7154,Gene_499
hsa-mir-7155,Gene_498
hsa-mir-7156,Gene_497
hsa-mir-7157,Gene_496
hsa-mir-7158,Gene_495
hsa-mir-7159,Gene_494
hsa-mir-7160,Gene_493
hsa-mir-7161,Gene_492
hsa-mir-7162,Gene_491
hsa-mir-718,Gene_490
hsa-mir-744,Gene_489
hsa-mir-7515,Gene_488
hsa-mir-758,Gene_487
hsa-mir-759,Gene_486
hsa-mir-760,Gene_485
hsa-mir-761,Gene_484
hsa-mir-762,Gene_483
hsa-mir-764,Gene_482
hsa-mir-7641-1,Gene_481
hsa-mir-7641-2,Gene_480
hsa-mir-765,Gene_479
hsa-mir-766,Gene_478
hsa-mir-767,Gene_477
hsa-mir-769,Gene_476
hsa-mir-770,Gene_475
hsa-mir-7702,Gene_474
hsa-mir-7703,Gene_473
hsa-mir-7704,Gene_472
hsa-mir-7705,Gene_471
hsa-mir-7706,Gene_470
hsa-mir-7843,Gene_469
hsa-mir-7844,Gene_468
hsa-mir-7845,Gene_467
hsa-mir-7846,Gene_466
hsa-mir-7847,Gene_465
hsa-mir-7848,Gene_464
hsa-mir-7849,Gene_463
hsa-mir-7850,Gene_462
hsa-mir-7851,Gene_461
hsa-mir-7852,Gene_460
hsa-mir-7853,Gene_459
hsa-mir-7854,Gene_458
hsa-mir-7855,Gene_457
hsa-mir-7856,Gene_456
hsa-mir-7973-1,Gene_455
hsa-mir-7973-2,Gene_454
hsa-mir-7974,Gene_453
hsa-mir-7975,Gene_452
hsa-mir-7976,Gene_451
hsa-mir-7977,Gene_450
hsa-mir-7978,Gene_449
hsa-mir-802,Gene_448
hsa-mir-8052,Gene_447
hsa-mir-8053,Gene_446
hsa-mir-8054,Gene_445
hsa-mir-8055,Gene_444
hsa-mir-8056,Gene_443
hsa-mir-8057,Gene_442
hsa-mir-8058,Gene_441
hsa-mir-8059,Gene_440
hsa-mir-8060,Gene_439
hsa-mir-8061,Gene_438
hsa-mir-8062,Gene_437
hsa-mir-8063,Gene_436
hsa-mir-8064,Gene_435
hsa-mir-8065,Gene_434
hsa-mir-8066,Gene_433
hsa-mir-8067,Gene_432
hsa-mir-8068,Gene_431
hsa-mir-8069-1,Gene_430
hsa-mir-8069-2,Gene_429
hsa-mir-8070,Gene_428
hsa-mir-8071-1,Gene_427
hsa-mir-8071-2,Gene_426
hsa-mir-8072,Gene_425
hsa-mir-8073,Gene_424
hsa-mir-8074,Gene_423
hsa-mir-8075,Gene_422
hsa-mir-8076,Gene_421
hsa-mir-8077,Gene_420
hsa-mir-8078,Gene_419
hsa-mir-8079,Gene_418
hsa-mir-8080,Gene_417
hsa-mir-8081,Gene_416
hsa-mir-8082,Gene_415
hsa-mir-8083,Gene_414
hsa-mir-8084,Gene_413
hsa-mir-8085,Gene_412
hsa-mir-8086,Gene_411
hsa-mir-8087,Gene_410
hsa-mir-8088,Gene_409
hsa-mir-8089,Gene_408
hsa-mir-8485,Gene_407
hsa-mir-873,Gene_406
hsa-mir-874,Gene_405
hsa-mir-875,Gene_404
hsa-mir-876,Gene_403
hsa-mir-877,Gene_402
hsa-mir-885,Gene_401
hsa-mir-887,Gene_400
hsa-mir-888,Gene_399
hsa-mir-889,Gene_398
hsa-mir-890,Gene_397
hsa-mir-891a,Gene_396
hsa-mir-891b,Gene_395
hsa-mir-892a,Gene_394
hsa-mir-892b,Gene_393
hsa-mir-892c,Gene_392
hsa-mir-9-1,Gene_391
hsa-mir-9-2,Gene_390
hsa-mir-9-3,Gene_389
hsa-mir-920,Gene_388
hsa-mir-921,Gene_387
hsa-mir-922,Gene_386
hsa-mir-924,Gene_385
hsa-mir-92a-1,Gene_384
hsa-mir-92a-2,Gene_383
hsa-mir-92b,Gene_382
hsa-mir-93,Gene_381
hsa-mir-933,Gene_380
hsa-mir-934,Gene_379
hsa-mir-935,Gene_378
hsa-mir-936,Gene_377
hsa-mir-937,Gene_376
hsa-mir-938,Gene_375
hsa-mir-939,Gene_374
hsa-mir-940,Gene_373
hsa-mir-941-1,Gene_372
hsa-mir-941-2,Gene_371
hsa-mir-941-3,Gene_370
hsa-mir-941-4,Gene_369
hsa-mir-941-5,Gene_368
hsa-mir-942,Gene_367
hsa-mir-943,Gene_366
hsa-mir-944,Gene_365
hsa-mir-95,Gene_364
hsa-mir-9500,Gene_363
hsa-mir-96,Gene_362
hsa-mir-98,Gene_361
hsa-mir-99a,Gene_360
hsa-let-7a-1,Gene_359
hsa-let-7a-2,Gene_358
hsa-let-7a-3,Gene_357
hsa-let-7b,Gene_356
hsa-let-7c,Gene_355
hsa-let-7d,Gene_354
hsa-let-7e,Gene_353
hsa-let-7f-1,Gene_352
hsa-let-7f-2,Gene_351
hsa-let-7g,Gene_350
hsa-let-7i,Gene_349
hsa-mir-1-1,Gene_348
hsa-mir-1-2,Gene_347
hsa-mir-100,Gene_346
hsa-mir-101-1,Gene_345
hsa-mir-101-2,Gene_344
hsa-mir-103a-1,Gene_343
hsa-mir-103a-2,Gene_342
hsa-mir-103b-1,Gene_341
hsa-mir-103b-2,Gene_340
hsa-mir-105-1,Gene_339
hsa-mir-105-2,Gene_338
hsa-mir-106a,Gene_337
hsa-mir-106b,Gene_336
hsa-mir-107,Gene_335
hsa-mir-10a,Gene_334
hsa-mir-10b,Gene_333
hsa-mir-1178,Gene_332
hsa-mir-1179,Gene_331
hsa-mir-1180,Gene_330
hsa-mir-1181,Gene_329
hsa-mir-1182,Gene_328
hsa-mir-1183,Gene_327
hsa-mir-1184-1,Gene_326
hsa-mir-1184-2,Gene_325
hsa-mir-1184-3,Gene_324
hsa-mir-1185-1,Gene_323
hsa-mir-1185-2,Gene_322
hsa-mir-1193,Gene_321
hsa-mir-1197,Gene_320
hsa-mir-1199,Gene_319
hsa-mir-1200,Gene_318
hsa-mir-1202,Gene_317
hsa-mir-1203,Gene_316
hsa-mir-1204,Gene_315
hsa-mir-1205,Gene_314
hsa-mir-1206,Gene_313
hsa-mir-1207,Gene_312
hsa-mir-1208,Gene_311
hsa-mir-122,Gene_310
hsa-mir-1224,Gene_309
hsa-mir-1225,Gene_308
hsa-mir-1226,Gene_307
hsa-mir-1227,Gene_306
hsa-mir-1228,Gene_305
hsa-mir-1229,Gene_304
hsa-mir-1231,Gene_303
hsa-mir-1233-1,Gene_302
hsa-mir-1233-2,Gene_301
hsa-mir-1234,Gene_300
hsa-mir-1236,Gene_299
hsa-mir-1237,Gene_298
hsa-mir-1238,Gene_297
hsa-mir-124-1,Gene_296
hsa-mir-124-2,Gene_295
hsa-mir-124-3,Gene_294
hsa-mir-1243,Gene_293
hsa-mir-1244-1,Gene_292
hsa-mir-1244-2,Gene_291
hsa-mir-1244-3,Gene_290
hsa-mir-1244-4,Gene_289
hsa-mir-1245a,Gene_288
hsa-mir-1245b,Gene_287
hsa-mir-1246,Gene_286
hsa-mir-1247,Gene_285
hsa-mir-1248,Gene_284
hsa-mir-1249,Gene_283
hsa-mir-1250,Gene_282
hsa-mir-1251,Gene_281
hsa-mir-1252,Gene_280
hsa-mir-1253,Gene_279
hsa-mir-1254-1,Gene_278
hsa-mir-1254-2,Gene_277
hsa-mir-1255a,Gene_276
hsa-mir-1255b-1,Gene_275
hsa-mir-1255b-2,Gene_274
hsa-mir-1256,Gene_273
hsa-mir-1257,Gene_272
hsa-mir-1258,Gene_271
hsa-mir-125a,Gene_270
hsa-mir-125b-1,Gene_269
hsa-mir-125b-2,Gene_268
hsa-mir-126,Gene_267
hsa-mir-1260a,Gene_266
hsa-mir-1260b,Gene_265
hsa-mir-1261,Gene_264
hsa-mir-1262,Gene_263
hsa-mir-1263,Gene_262
hsa-mir-1264,Gene_261
hsa-mir-1265,Gene_260
hsa-mir-1266,Gene_259
hsa-mir-1267,Gene_258
hsa-mir-1268a,Gene_257
hsa-mir-1268b,Gene_256
hsa-mir-1269a,Gene_255
hsa-mir-1269b,Gene_254
hsa-mir-127,Gene_253
hsa-mir-1270,Gene_252
hsa-mir-1271,Gene_251
hsa-mir-1272,Gene_250
hsa-mir-1273a,Gene_249
hsa-mir-1273c,Gene_248
hsa-mir-1273d,Gene_247
hsa-mir-1273e,Gene_246
hsa-mir-1273f,Gene_245
hsa-mir-1273g,Gene_244
hsa-mir-1273h,Gene_243
hsa-mir-1275,Gene_242
hsa-mir-1276,Gene_241
hsa-mir-1277,Gene_240
hsa-mir-1278,Gene_239
hsa-mir-1279,Gene_238
hsa-mir-128-1,Gene_237
hsa-mir-128-2,Gene_236
hsa-mir-1281,Gene_235
hsa-mir-1282,Gene_234
hsa-mir-1283-1,Gene_233
hsa-mir-1283-2,Gene_232
hsa-mir-1284,Gene_231
hsa-mir-1285-1,Gene_230
hsa-mir-1285-2,Gene_229
hsa-mir-1286,Gene_228
hsa-mir-1287,Gene_227
hsa-mir-1288,Gene_226
hsa-mir-1289-1,Gene_225
hsa-mir-1289-2,Gene_224
hsa-mir-129-1,Gene_223
hsa-mir-129-2,Gene_222
hsa-mir-1290,Gene_221
hsa-mir-1291,Gene_220
hsa-mir-1292,Gene_219
hsa-mir-1293,Gene_218
hsa-mir-1294,Gene_217
hsa-mir-1295a,Gene_216
hsa-mir-1295b,Gene_215
hsa-mir-1296,Gene_214
hsa-mir-1297,Gene_213
hsa-mir-1298,Gene_212
hsa-mir-1299,Gene_211
hsa-mir-1301,Gene_210
hsa-mir-1302-1,Gene_209
hsa-mir-1302-10,Gene_208
hsa-mir-1302-11,Gene_207
hsa-mir-1302-2,Gene_206
hsa-mir-1302-3,Gene_205
hsa-mir-1302-4,Gene_204
hsa-mir-1302-5,Gene_203
hsa-mir-1302-6,Gene_202
hsa-mir-1302-7,Gene_201
hsa-mir-1302-8,Gene_200
hsa-mir-1302-9,Gene_199
hsa-mir-1303,Gene_198
hsa-mir-1304,Gene_197
hsa-mir-1305,Gene_196
hsa-mir-1306,Gene_195
hsa-mir-1307,Gene_194
hsa-mir-130a,Gene_193
hsa-mir-130b,Gene_192
hsa-mir-132,Gene_191
hsa-mir-1321,Gene_190
hsa-mir-1322,Gene_189
hsa-mir-1323,Gene_188
hsa-mir-1324,Gene_187
hsa-mir-133a-1,Gene_186
hsa-mir-133a-2,Gene_185
hsa-mir-133b,Gene_184
hsa-mir-134,Gene_183
hsa-mir-1343,Gene_182
hsa-mir-135a-1,Gene_181
hsa-mir-135a-2,Gene_180
hsa-mir-135b,Gene_179
hsa-mir-136,Gene_178
hsa-mir-137,Gene_177
hsa-mir-138-1,Gene_176
hsa-mir-138-2,Gene_175
hsa-mir-139,Gene_174
hsa-mir-140,Gene_173
hsa-mir-141,Gene_172
hsa-mir-142,Gene_171
hsa-mir-143,Gene_170
hsa-mir-144,Gene_169
hsa-mir-145,Gene_168
hsa-mir-1468,Gene_167
hsa-mir-1469,Gene_166
hsa-mir-146a,Gene_165
hsa-mir-146b,Gene_164
hsa-mir-1470,Gene_163
hsa-mir-1471,Gene_162
hsa-mir-147a,Gene_161
hsa-mir-147b,Gene_160
hsa-mir-148a,Gene_159
hsa-mir-148b,Gene_158
hsa-mir-149,Gene_157
hsa-mir-150,Gene_156
hsa-mir-151a,Gene_155
hsa-mir-151b,Gene_154
hsa-mir-152,Gene_153
hsa-mir-153-1,Gene_152
hsa-mir-153-2,Gene_151
hsa-mir-1537,Gene_150
hsa-mir-1538,Gene_149
hsa-mir-1539,Gene_148
hsa-mir-154,Gene_147
hsa-mir-155,Gene_146
hsa-mir-1587,Gene_145
hsa-mir-15a,Gene_144
hsa-mir-15b,Gene_143
hsa-mir-16-1,Gene_142
hsa-mir-16-2,Gene_141
hsa-mir-17,Gene_140
hsa-mir-181a-1,Gene_139
hsa-mir-181a-2,Gene_138
hsa-mir-181b-1,Gene_137
hsa-mir-181b-2,Gene_136
hsa-mir-181c,Gene_135
hsa-mir-181d,Gene_134
hsa-mir-182,Gene_133
hsa-mir-1825,Gene_132
hsa-mir-1827,Gene_131
hsa-mir-183,Gene_130
hsa-mir-184,Gene_129
hsa-mir-185,Gene_128
hsa-mir-186,Gene_127
hsa-mir-187,Gene_126
hsa-mir-188,Gene_125
hsa-mir-18a,Gene_124
hsa-mir-18b,Gene_123
hsa-mir-1908,Gene_122
hsa-mir-1909,Gene_121
hsa-mir-190a,Gene_120
hsa-mir-190b,Gene_119
hsa-mir-191,Gene_118
hsa-mir-1910,Gene_117
hsa-mir-1911,Gene_116
hsa-mir-1912,Gene_115
hsa-mir-1913,Gene_114
hsa-mir-1914,Gene_113
hsa-mir-1915,Gene_112
hsa-mir-192,Gene_111
hsa-mir-193a,Gene_110
hsa-mir-193b,Gene_109
hsa-mir-194-1,Gene_108
hsa-mir-194-2,Gene_107
hsa-mir-195,Gene_106
hsa-mir-196a-1,Gene_105
hsa-mir-196a-2,Gene_104
hsa-mir-196b,Gene_103
hsa-mir-197,Gene_102
hsa-mir-1972-1,Gene_101
hsa-mir-1972-2,Gene_100
hsa-mir-1973,Gene_99
hsa-mir-1976,Gene_98
hsa-mir-198,Gene_97
hsa-mir-199a-1,Gene_96
hsa-mir-199a-2,Gene_95
hsa-mir-199b,Gene_94
hsa-mir-19a,Gene_93
hsa-mir-19b-1,Gene_92
hsa-mir-19b-2,Gene_91
hsa-mir-200a,Gene_90
hsa-mir-200b,Gene_89
hsa-mir-200c,Gene_88
hsa-mir-202,Gene_87
hsa-mir-203a,Gene_86
hsa-mir-203b,Gene_85
hsa-mir-204,Gene_84
hsa-mir-205,Gene_83
hsa-mir-2052,Gene_82
hsa-mir-2053,Gene_81
hsa-mir-2054,Gene_80
hsa-mir-206,Gene_79
hsa-mir-208a,Gene_78
hsa-mir-208b,Gene_77
hsa-mir-20a,Gene_76
hsa-mir-20b,Gene_75
hsa-mir-21,Gene_74
hsa-mir-210,Gene_73
hsa-mir-211,Gene_72
hsa-mir-2110,Gene_71
hsa-mir-2113,Gene_70
hsa-mir-2114,Gene_69
hsa-mir-2115,Gene_68
hsa-mir-2116,Gene_67
hsa-mir-2117,Gene_66
hsa-mir-212,Gene_65
hsa-mir-214,Gene_64
hsa-mir-215,Gene_63
hsa-mir-216a,Gene_62
hsa-mir-216b,Gene_61
hsa-mir-217,Gene_60
hsa-mir-218-1,Gene_59
hsa-mir-218-2,Gene_58
hsa-mir-219a-1,Gene_57
hsa-mir-219a-2,Gene_56
hsa-mir-219b,Gene_55
hsa-mir-22,Gene_54
hsa-mir-221,Gene_53
hsa-mir-222,Gene_52
hsa-mir-223,Gene_51
hsa-mir-224,Gene_50
hsa-mir-2276,Gene_49
hsa-mir-2277,Gene_48
hsa-mir-2278,Gene_47
hsa-mir-2355,Gene_46
hsa-mir-2392,Gene_45
hsa-mir-23a,Gene_44
hsa-mir-23b,Gene_43
hsa-mir-23c,Gene_42
hsa-mir-24-1,Gene_41
hsa-mir-24-2,Gene_40
hsa-mir-2467,Gene_39
hsa-mir-25,Gene_38
hsa-mir-2681,Gene_37
hsa-mir-2682,Gene_36
hsa-mir-26a-1,Gene_35
hsa-mir-26a-2,Gene_34
hsa-mir-26b,Gene_33
hsa-mir-27a,Gene_32
hsa-mir-27b,Gene_31
hsa-mir-28,Gene_30
hsa-mir-2861,Gene_29
hsa-mir-2909,Gene_28
hsa-mir-296,Gene_27
hsa-mir-297,Gene_26
hsa-mir-298,Gene_25
hsa-mir-299,Gene_24
hsa-mir-29a,Gene_23
hsa-mir-29b-1,Gene_22
hsa-mir-29b-2,Gene_21
hsa-mir-29c,Gene_20
hsa-mir-300,Gene_19
hsa-mir-301a,Gene_18
hsa-mir-301b,Gene_17
hsa-mir-302a,Gene_16
hsa-mir-302b,Gene_15
hsa-mir-302c,Gene_14
hsa-mir-302d,Gene_13
hsa-mir-302e,Gene_12
hsa-mir-302f,Gene_11
hsa-mir-3064,Gene_10
hsa-mir-3065,Gene_9
hsa-mir-3074,Gene_8
hsa-mir-30a,Gene_7
hsa-mir-30b,Gene_6
hsa-mir-30c-1,Gene_5
hsa-mir-30c-2,Gene_4
hsa-mir-30d,Gene_3
hsa-mir-30e,Gene_2
hsa-mir-31,Gene_1
hsa-mir-3115,Gene_2
hsa-mir-3116-1,Gene_3
hsa-mir-3116-2,Gene_4
hsa-mir-3117,Gene_5
hsa-mir-3118-1,Gene_6
hsa-mir-3118-2,Gene_7
hsa-mir-3118-3,Gene_8
hsa-mir-3118-4,Gene_9
hsa-mir-3119-1,Gene_10
hsa-mir-3119-2,Gene_11
hsa-mir-3120,Gene_12
hsa-mir-3121,Gene_13
hsa-mir-3122,Gene_14
hsa-mir-3123,Gene_15
hsa-mir-3124,Gene_16
hsa-mir-3125,Gene_17
hsa-mir-3126,Gene_18
hsa-mir-3127,Gene_19
hsa-mir-3128,Gene_20
hsa-mir-3129,Gene_21
hsa-mir-3130-1,Gene_22
hsa-mir-3130-2,Gene_23
hsa-mir-3131,Gene_24
hsa-mir-3132,Gene_25
hsa-mir-3133,Gene_26
hsa-mir-3134,Gene_27
hsa-mir-3135a,Gene_28
hsa-mir-3135b,Gene_29
hsa-mir-3136,Gene_30
hsa-mir-3137,Gene_31
hsa-mir-3138,Gene_32
hsa-mir-3139,Gene_33
hsa-mir-3140,Gene_34
hsa-mir-3141,Gene_35
hsa-mir-3142,Gene_36
hsa-mir-3143,Gene_37
hsa-mir-3144,Gene_38
hsa-mir-3145,Gene_39
hsa-mir-3146,Gene_40
hsa-mir-3147,Gene_41
hsa-mir-3148,Gene_42
hsa-mir-3149,Gene_43
hsa-mir-3150a,Gene_44
hsa-mir-3150b,Gene_45
hsa-mir-3151,Gene_46
hsa-mir-3152,Gene_47
hsa-mir-3153,Gene_48
hsa-mir-3154,Gene_49
hsa-mir-3155a,Gene_50
hsa-mir-3155b,Gene_51
hsa-mir-3156-1,Gene_52
hsa-mir-3156-2,Gene_53
hsa-mir-3156-3,Gene_54
hsa-mir-3157,Gene_55
hsa-mir-3158-1,Gene_56
hsa-mir-3158-2,Gene_57
hsa-mir-3159,Gene_58
hsa-mir-3160-1,Gene_59
hsa-mir-3160-2,Gene_60
hsa-mir-3161,Gene_61
hsa-mir-3162,Gene_62
hsa-mir-3163,Gene_63
hsa-mir-3164,Gene_64
hsa-mir-3165,Gene_65
hsa-mir-3166,Gene_66
hsa-mir-3167,Gene_67
hsa-mir-3168,Gene_68
hsa-mir-3169,Gene_69
hsa-mir-3170,Gene_70
hsa-mir-3171,Gene_71
hsa-mir-3173,Gene_72
hsa-mir-3174,Gene_73
hsa-mir-3175,Gene_74
hsa-mir-3176,Gene_75
hsa-mir-3177,Gene_76
hsa-mir-3178,Gene_77
hsa-mir-3179-1,Gene_78
hsa-mir-3179-2,Gene_79
hsa-mir-3179-3,Gene_80
hsa-mir-3179-4,Gene_81
hsa-mir-3180-1,Gene_82
hsa-mir-3180-2,Gene_83
hsa-mir-3180-3,Gene_84
hsa-mir-3180-4,Gene_85
hsa-mir-3180-5,Gene_86
hsa-mir-3181,Gene_87
hsa-mir-3182,Gene_88
hsa-mir-3183,Gene_89
hsa-mir-3184,Gene_90
hsa-mir-3185,Gene_91
hsa-mir-3186,Gene_92
hsa-mir-3187,Gene_93
hsa-mir-3188,Gene_94
hsa-mir-3189,Gene_95
hsa-mir-3190,Gene_96
hsa-mir-3191,Gene_97
hsa-mir-3192,Gene_98
hsa-mir-3193,Gene_99
hsa-mir-3194,Gene_100
hsa-mir-3195,Gene_101
hsa-mir-3196,Gene_102
hsa-mir-3197,Gene_103
hsa-mir-3198-1,Gene_104
hsa-mir-3198-2,Gene_105
hsa-mir-3199-1,Gene_106
hsa-mir-3199-2,Gene_107
hsa-mir-32,Gene_108
hsa-mir-3200,Gene_109
hsa-mir-3201,Gene_110
hsa-mir-3202-1,Gene_111
hsa-mir-3202-2,Gene_112
hsa-mir-320a,Gene_113
hsa-mir-320b-1,Gene_114
hsa-mir-320b-2,Gene_115
hsa-mir-320c-1,Gene_116
hsa-mir-320c-2,Gene_117
hsa-mir-320d-1,Gene_118
hsa-mir-320d-2,Gene_119
hsa-mir-320e,Gene_120
hsa-mir-323a,Gene_121
hsa-mir-323b,Gene_122
hsa-mir-324,Gene_123
hsa-mir-325,Gene_124
hsa-mir-326,Gene_125
hsa-mir-328,Gene_126
hsa-mir-329-1,Gene_127
hsa-mir-329-2,Gene_128
hsa-mir-330,Gene_129
hsa-mir-331,Gene_130
hsa-mir-335,Gene_131
hsa-mir-337,Gene_132
hsa-mir-338,Gene_133
hsa-mir-339,Gene_134
hsa-mir-33a,Gene_135
hsa-mir-33b,Gene_136
hsa-mir-340,Gene_137
hsa-mir-342,Gene_138
hsa-mir-345,Gene_139
hsa-mir-346,Gene_140
hsa-mir-34a,Gene_141
hsa-mir-34b,Gene_142
hsa-mir-34c,Gene_143
hsa-mir-3529,Gene_144
hsa-mir-3591,Gene_145
hsa-mir-3605,Gene_146
hsa-mir-3606,Gene_147
hsa-mir-3607,Gene_148
hsa-mir-3609,Gene_149
hsa-mir-361,Gene_150
hsa-mir-3610,Gene_151
hsa-mir-3611,Gene_152
hsa-mir-3612,Gene_153
hsa-mir-3613,Gene_154
hsa-mir-3614,Gene_155
hsa-mir-3615,Gene_156
hsa-mir-3616,Gene_157
hsa-mir-3617,Gene_158
hsa-mir-3618,Gene_159
hsa-mir-3619,Gene_160
hsa-mir-362,Gene_161
hsa-mir-3620,Gene_162
hsa-mir-3621,Gene_163
hsa-mir-3622a,Gene_164
hsa-mir-3622b,Gene_165
hsa-mir-363,Gene_166
hsa-mir-3646,Gene_167
hsa-mir-3648-1,Gene_168
hsa-mir-3648-2,Gene_169
hsa-mir-3649,Gene_170
hsa-mir-3650,Gene_171
hsa-mir-3651,Gene_172
hsa-mir-3652,Gene_173
hsa-mir-3653,Gene_174
hsa-mir-3654,Gene_175
hsa-mir-3655,Gene_176
hsa-mir-3656,Gene_177
hsa-mir-3657,Gene_178
hsa-mir-3658,Gene_179
hsa-mir-3659,Gene_180
hsa-mir-365a,Gene_181
hsa-mir-365b,Gene_182
hsa-mir-3660,Gene_183
hsa-mir-3661,Gene_184
hsa-mir-3662,Gene_185
hsa-mir-3663,Gene_186
hsa-mir-3664,Gene_187
hsa-mir-3665,Gene_188
hsa-mir-3666,Gene_189
hsa-mir-3667,Gene_190
hsa-mir-3668,Gene_191
hsa-mir-367,Gene_192
hsa-mir-3670-1,Gene_193
hsa-mir-3670-2,Gene_194
hsa-mir-3670-3,Gene_195
hsa-mir-3670-4,Gene_196
hsa-mir-3671,Gene_197
hsa-mir-3672,Gene_198
hsa-mir-3674,Gene_199
hsa-mir-3675,Gene_200
hsa-mir-3677,Gene_201
hsa-mir-3678,Gene_202
hsa-mir-3679,Gene_203
hsa-mir-3680-1,Gene_204
hsa-mir-3680-2,Gene_205
hsa-mir-3681,Gene_206
hsa-mir-3682,Gene_207
hsa-mir-3683,Gene_208
hsa-mir-3684,Gene_209
hsa-mir-3685,Gene_210
hsa-mir-3686,Gene_211
hsa-mir-3687-1,Gene_212
hsa-mir-3687-2,Gene_213
hsa-mir-3688-1,Gene_214
hsa-mir-3688-2,Gene_215
hsa-mir-3689a,Gene_216
hsa-mir-3689b,Gene_217
hsa-mir-3689c,Gene_218
hsa-mir-3689d-1,Gene_219
hsa-mir-3689d-2,Gene_220
hsa-mir-3689e,Gene_221
hsa-mir-3689f,Gene_222
hsa-mir-369,Gene_223
hsa-mir-3690-1,Gene_224
hsa-mir-3690-2,Gene_225
hsa-mir-3691,Gene_226
hsa-mir-3692,Gene_227
hsa-mir-370,Gene_228
hsa-mir-3713,Gene_229
hsa-mir-3714,Gene_230
hsa-mir-371a,Gene_231
hsa-mir-371b,Gene_232
hsa-mir-372,Gene_233
hsa-mir-373,Gene_234
hsa-mir-374a,Gene_235
hsa-mir-374b,Gene_236
hsa-mir-374c,Gene_237
hsa-mir-375,Gene_238
hsa-mir-376a-1,Gene_239
hsa-mir-376a-2,Gene_240
hsa-mir-376b,Gene_241
hsa-mir-376c,Gene_242
hsa-mir-377,Gene_243
hsa-mir-378a,Gene_244
hsa-mir-378b,Gene_245
hsa-mir-378c,Gene_246
hsa-mir-378d-1,Gene_247
hsa-mir-378d-2,Gene_248
hsa-mir-378e,Gene_249
hsa-mir-378f,Gene_250
hsa-mir-378g,Gene_251
hsa-mir-378h,Gene_252
hsa-mir-378i,Gene_253
hsa-mir-378j,Gene_254
hsa-mir-379,Gene_255
hsa-mir-380,Gene_256
hsa-mir-381,Gene_257
hsa-mir-382,Gene_258
hsa-mir-383,Gene_259
hsa-mir-384,Gene_260
hsa-mir-3907,Gene_261
hsa-mir-3908,Gene_262
hsa-mir-3909,Gene_263
hsa-mir-3910-1,Gene_264
hsa-mir-3910-2,Gene_265
hsa-mir-3911,Gene_266
hsa-mir-3912,Gene_267
hsa-mir-3913-1,Gene_268
hsa-mir-3913-2,Gene_269
hsa-mir-3914-1,Gene_270
hsa-mir-3914-2,Gene_271
hsa-mir-3915,Gene_272
hsa-mir-3916,Gene_273
hsa-mir-3917,Gene_274
hsa-mir-3918,Gene_275
hsa-mir-3919,Gene_276
hsa-mir-3920,Gene_277
hsa-mir-3921,Gene_278
hsa-mir-3922,Gene_279
hsa-mir-3923,Gene_280
hsa-mir-3924,Gene_281
hsa-mir-3925,Gene_282
hsa-mir-3926-1,Gene_283
