Gene_1,"['hsa-let-7a-1', 'hsa-mir-31']"
Gene_1811,"['hsa-mir-8069-2', 'hsa-mir-3171', 'hsa-mir-2110']"
Gene_1812,"['hsa-mir-8070', 'hsa-mir-3170', 'hsa-mir-2113']"
Gene_1813,"['hsa-mir-8071-1', 'hsa-mir-3169', 'hsa-mir-2114']"
Gene_1814,"['hsa-mir-8071-2', 'hsa-mir-3168', 'hsa-mir-2115']"
Gene_1815,"['hsa-mir-8072', 'hsa-mir-3167', 'hsa-mir-2116']"
Gene_1816,"['hsa-mir-8073', 'hsa-mir-3166', 'hsa-mir-2117']"
Gene_1817,"['hsa-mir-8074', 'hsa-mir-3165', 'hsa-mir-212']"
Gene_1818,"['hsa-mir-8075', 'hsa-mir-3164', 'hsa-mir-214']"
Gene_1819,"['hsa-mir-8076', 'hsa-mir-3163', 'hsa-mir-215']"
Gene_1820,"['hsa-mir-8077', 'hsa-mir-3162', 'hsa-mir-216a']"
Gene_1821,"['hsa-mir-8078', 'hsa-mir-3161', 'hsa-mir-216b']"
Gene_1822,"['hsa-mir-8079', 'hsa-mir-3160-2', 'hsa-mir-217']"
Gene_1823,"['hsa-mir-8080', 'hsa-mir-3160-1', 'hsa-mir-218-1']"
Gene_1824,"['hsa-mir-8081', 'hsa-mir-3159', 'hsa-mir-218-2']"
Gene_1825,"['hsa-mir-8082', 'hsa-mir-3158-2', 'hsa-mir-219a-1']"
Gene_1826,"['hsa-mir-8083', 'hsa-mir-3158-1', 'hsa-mir-219a-2']"
Gene_1827,"['hsa-mir-8084', 'hsa-mir-3157', 'hsa-mir-219b']"
Gene_1828,"['hsa-mir-8085', 'hsa-mir-3156-3', 'hsa-mir-22']"
Gene_1829,"['hsa-mir-8086', 'hsa-mir-3156-2', 'hsa-mir-221']"
Gene_1830,"['hsa-mir-8087', 'hsa-mir-3156-1', 'hsa-mir-222']"
Gene_1831,"['hsa-mir-8088', 'hsa-mir-3155b', 'hsa-mir-223']"
Gene_1832,"['hsa-mir-8089', 'hsa-mir-3155a', 'hsa-mir-224']"
Gene_1833,"['hsa-mir-8485', 'hsa-mir-3154', 'hsa-mir-2276']"
Gene_1834,"['hsa-mir-873', 'hsa-mir-3153', 'hsa-mir-2277']"
Gene_1835,"['hsa-mir-874', 'hsa-mir-3152', 'hsa-mir-2278']"
Gene_1836,"['hsa-mir-875', 'hsa-mir-3151', 'hsa-mir-2355']"
Gene_1837,"['hsa-mir-876', 'hsa-mir-3150b', 'hsa-mir-2392']"
Gene_1838,"['hsa-mir-877', 'hsa-mir-3150a', 'hsa-mir-23a']"
Gene_1839,"['hsa-mir-885', 'hsa-mir-3149', 'hsa-mir-23b']"
Gene_1840,"['hsa-mir-887', 'hsa-mir-3148', 'hsa-mir-23c']"
Gene_1841,"['hsa-mir-888', 'hsa-mir-3147', 'hsa-mir-24-1']"
Gene_1842,"['hsa-mir-889', 'hsa-mir-3146', 'hsa-mir-24-2']"
Gene_1843,"['hsa-mir-890', 'hsa-mir-3145', 'hsa-mir-2467']"
Gene_1844,"['hsa-mir-891a', 'hsa-mir-3144', 'hsa-mir-25']"
Gene_1845,"['hsa-mir-891b', 'hsa-mir-3143', 'hsa-mir-2681']"
Gene_1846,"['hsa-mir-892a', 'hsa-mir-3142', 'hsa-mir-2682']"
Gene_1847,"['hsa-mir-892b', 'hsa-mir-3141', 'hsa-mir-26a-1']"
Gene_1848,"['hsa-mir-892c', 'hsa-mir-3140', 'hsa-mir-26a-2']"
Gene_1849,"['hsa-mir-9-1', 'hsa-mir-3139', 'hsa-mir-26b']"
Gene_1850,"['hsa-mir-9-2', 'hsa-mir-3138', 'hsa-mir-27a']"
Gene_1851,"['hsa-mir-9-3', 'hsa-mir-3137', 'hsa-mir-27b']"
Gene_1852,"['hsa-mir-920', 'hsa-mir-3136', 'hsa-mir-28']"
Gene_1853,"['hsa-mir-921', 'hsa-mir-3135b', 'hsa-mir-2861']"
Gene_1854,"['hsa-mir-922', 'hsa-mir-3135a', 'hsa-mir-2909']"
Gene_1855,"['hsa-mir-924', 'hsa-mir-3134', 'hsa-mir-296']"
Gene_1856,"['hsa-mir-92a-1', 'hsa-mir-3133', 'hsa-mir-297']"
Gene_1857,"['hsa-mir-92a-2', 'hsa-mir-3132', 'hsa-mir-298']"
Gene_1858,"['hsa-mir-92b', 'hsa-mir-3131', 'hsa-mir-299']"
Gene_1859,"['hsa-mir-93', 'hsa-mir-3130-2', 'hsa-mir-29a']"
Gene_1860,"['hsa-mir-933', 'hsa-mir-3130-1', 'hsa-mir-29b-1']"
Gene_1861,"['hsa-mir-934', 'hsa-mir-3129', 'hsa-mir-29b-2']"
Gene_1862,"['hsa-mir-935', 'hsa-mir-3128', 'hsa-mir-29c']"
Gene_1863,"['hsa-mir-936', 'hsa-mir-3127', 'hsa-mir-300']"
Gene_1864,"['hsa-mir-937', 'hsa-mir-3126', 'hsa-mir-301a']"
Gene_1865,"['hsa-mir-938', 'hsa-mir-3125', 'hsa-mir-301b']"
Gene_1866,"['hsa-mir-939', 'hsa-mir-3124', 'hsa-mir-302a']"
Gene_1867,"['hsa-mir-940', 'hsa-mir-3123', 'hsa-mir-302b']"
Gene_1868,"['hsa-mir-941-1', 'hsa-mir-3122', 'hsa-mir-302c']"
Gene_1869,"['hsa-mir-941-2', 'hsa-mir-3121', 'hsa-mir-302d']"
Gene_1870,"['hsa-mir-941-3', 'hsa-mir-3120', 'hsa-mir-302e']"
Gene_1871,"['hsa-mir-941-4', 'hsa-mir-3119-2', 'hsa-mir-302f']"
Gene_1872,"['hsa-mir-941-5', 'hsa-mir-3119-1', 'hsa-mir-3064']"
Gene_1873,"['hsa-mir-942', 'hsa-mir-3118-4', 'hsa-mir-3065']"
Gene_1874,"['hsa-mir-943', 'hsa-mir-3118-3', 'hsa-mir-3074']"
Gene_1875,"['hsa-mir-944', 'hsa-mir-3118-2', 'hsa-mir-30a']"
Gene_1876,"['hsa-mir-95', 'hsa-mir-3118-1', 'hsa-mir-30b']"
Gene_1877,"['hsa-mir-9500', 'hsa-mir-3117', 'hsa-mir-30c-1']"
Gene_1878,"['hsa-mir-96', 'hsa-mir-3116-2', 'hsa-mir-30c-2']"
Gene_1879,"['hsa-mir-98', 'hsa-mir-3116-1', 'hsa-mir-30d']"
Gene_1880,"['hsa-mir-99a', 'hsa-mir-3115', 'hsa-mir-30e']"
Gene_1881,"['hsa-mir-99b', 'hsa-mir-31', 'hsa-mir-31']"
Gene_1882,"['hsa-let-7a-1', 'hsa-mir-30e', 'hsa-mir-3115']"
Gene_1883,"['hsa-let-7a-2', 'hsa-mir-30d', 'hsa-mir-3116-1']"
Gene_1884,"['hsa-let-7a-3', 'hsa-mir-30c-2', 'hsa-mir-3116-2']"
Gene_1885,"['hsa-let-7b', 'hsa-mir-30c-1', 'hsa-mir-3117']"
Gene_1886,"['hsa-let-7c', 'hsa-mir-30b', 'hsa-mir-3118-1']"
Gene_1887,"['hsa-let-7d', 'hsa-mir-30a', 'hsa-mir-3118-2']"
Gene_1888,"['hsa-let-7e', 'hsa-mir-3074', 'hsa-mir-3118-3']"
Gene_1889,"['hsa-let-7f-1', 'hsa-mir-3065', 'hsa-mir-3118-4']"
Gene_1890,"['hsa-let-7f-2', 'hsa-mir-3064', 'hsa-mir-3119-1']"
Gene_1891,"['hsa-let-7g', 'hsa-mir-302f', 'hsa-mir-3119-2']"
Gene_1892,"['hsa-let-7i', 'hsa-mir-302e', 'hsa-mir-3120']"
Gene_1893,"['hsa-mir-1-1', 'hsa-mir-302d', 'hsa-mir-3121']"
Gene_1894,"['hsa-mir-1-2', 'hsa-mir-302c', 'hsa-mir-3122']"
Gene_1895,"['hsa-mir-100', 'hsa-mir-302b', 'hsa-mir-3123']"
Gene_1896,"['hsa-mir-101-1', 'hsa-mir-302a', 'hsa-mir-3124']"
Gene_1897,"['hsa-mir-101-2', 'hsa-mir-301b', 'hsa-mir-3125']"
Gene_1898,"['hsa-mir-103a-1', 'hsa-mir-301a', 'hsa-mir-3126']"
Gene_1899,"['hsa-mir-103a-2', 'hsa-mir-300', 'hsa-mir-3127']"
Gene_1900,"['hsa-mir-103b-1', 'hsa-mir-29c', 'hsa-mir-3128']"
Gene_1901,"['hsa-mir-103b-2', 'hsa-mir-29b-2', 'hsa-mir-3129']"
Gene_1902,"['hsa-mir-105-1', 'hsa-mir-29b-1', 'hsa-mir-3130-1']"
Gene_1903,"['hsa-mir-105-2', 'hsa-mir-29a', 'hsa-mir-3130-2']"
Gene_1904,"['hsa-mir-106a', 'hsa-mir-299', 'hsa-mir-3131']"
Gene_1905,"['hsa-mir-106b', 'hsa-mir-298', 'hsa-mir-3132']"
Gene_1906,"['hsa-mir-107', 'hsa-mir-297', 'hsa-mir-3133']"
Gene_1907,"['hsa-mir-10a', 'hsa-mir-296', 'hsa-mir-3134']"
Gene_1908,"['hsa-mir-10b', 'hsa-mir-2909', 'hsa-mir-3135a']"
Gene_1909,"['hsa-mir-1178', 'hsa-mir-2861', 'hsa-mir-3135b']"
Gene_1910,"['hsa-mir-1179', 'hsa-mir-28', 'hsa-mir-3136']"
Gene_1911,"['hsa-mir-1180', 'hsa-mir-27b', 'hsa-mir-3137']"
Gene_1912,"['hsa-mir-1181', 'hsa-mir-27a', 'hsa-mir-3138']"
Gene_1913,"['hsa-mir-1182', 'hsa-mir-26b', 'hsa-mir-3139']"
Gene_1914,"['hsa-mir-1183', 'hsa-mir-26a-2', 'hsa-mir-3140']"
Gene_1915,"['hsa-mir-1184-1', 'hsa-mir-26a-1', 'hsa-mir-3141']"
Gene_1916,"['hsa-mir-1184-2', 'hsa-mir-2682', 'hsa-mir-3142']"
Gene_1917,"['hsa-mir-1184-3', 'hsa-mir-2681', 'hsa-mir-3143']"
Gene_1918,"['hsa-mir-1185-1', 'hsa-mir-25', 'hsa-mir-3144']"
Gene_1919,"['hsa-mir-1185-2', 'hsa-mir-2467', 'hsa-mir-3145']"
Gene_1920,"['hsa-mir-1193', 'hsa-mir-24-2', 'hsa-mir-3146']"
Gene_1921,"['hsa-mir-1197', 'hsa-mir-24-1', 'hsa-mir-3147']"
Gene_1922,"['hsa-mir-1199', 'hsa-mir-23c', 'hsa-mir-3148']"
Gene_1923,"['hsa-mir-1200', 'hsa-mir-23b', 'hsa-mir-3149']"
Gene_1924,"['hsa-mir-1202', 'hsa-mir-23a', 'hsa-mir-3150a']"
Gene_1925,"['hsa-mir-1203', 'hsa-mir-2392', 'hsa-mir-3150b']"
Gene_1926,"['hsa-mir-1204', 'hsa-mir-2355', 'hsa-mir-3151']"
Gene_1927,"['hsa-mir-1205', 'hsa-mir-2278', 'hsa-mir-3152']"
Gene_1928,"['hsa-mir-1206', 'hsa-mir-2277', 'hsa-mir-3153']"
Gene_1929,"['hsa-mir-1207', 'hsa-mir-2276', 'hsa-mir-3154']"
Gene_1930,"['hsa-mir-1208', 'hsa-mir-224', 'hsa-mir-3155a']"
Gene_1931,"['hsa-mir-122', 'hsa-mir-223', 'hsa-mir-3155b']"
Gene_1932,"['hsa-mir-1224', 'hsa-mir-222', 'hsa-mir-3156-1']"
Gene_1933,"['hsa-mir-1225', 'hsa-mir-221', 'hsa-mir-3156-2']"
Gene_1934,"['hsa-mir-1226', 'hsa-mir-22', 'hsa-mir-3156-3']"
Gene_1935,"['hsa-mir-1227', 'hsa-mir-219b', 'hsa-mir-3157']"
Gene_1936,"['hsa-mir-1228', 'hsa-mir-219a-2', 'hsa-mir-3158-1']"
Gene_1937,"['hsa-mir-1229', 'hsa-mir-219a-1', 'hsa-mir-3158-2']"
Gene_1938,"['hsa-mir-1231', 'hsa-mir-218-2', 'hsa-mir-3159']"
Gene_1939,"['hsa-mir-1233-1', 'hsa-mir-218-1', 'hsa-mir-3160-1']"
Gene_1940,"['hsa-mir-1233-2', 'hsa-mir-217', 'hsa-mir-3160-2']"
Gene_1941,"['hsa-mir-1234', 'hsa-mir-216b', 'hsa-mir-3161']"
Gene_1942,"['hsa-mir-1236', 'hsa-mir-216a', 'hsa-mir-3162']"
Gene_1943,"['hsa-mir-1237', 'hsa-mir-215', 'hsa-mir-3163']"
Gene_1944,"['hsa-mir-1238', 'hsa-mir-214', 'hsa-mir-3164']"
Gene_1945,"['hsa-mir-124-1', 'hsa-mir-212', 'hsa-mir-3165']"
Gene_1946,"['hsa-mir-124-2', 'hsa-mir-2117', 'hsa-mir-3166']"
Gene_1947,"['hsa-mir-124-3', 'hsa-mir-2116', 'hsa-mir-3167']"
Gene_1948,"['hsa-mir-1243', 'hsa-mir-2115', 'hsa-mir-3168']"
Gene_1949,"['hsa-mir-1244-1', 'hsa-mir-2114', 'hsa-mir-3169']"
Gene_1950,"['hsa-mir-1244-2', 'hsa-mir-2113', 'hsa-mir-3170']"
Gene_1951,"['hsa-mir-1244-3', 'hsa-mir-2110', 'hsa-mir-3171']"
Gene_1952,"['hsa-mir-1244-4', 'hsa-mir-211', 'hsa-mir-3173']"
Gene_1953,"['hsa-mir-1245a', 'hsa-mir-210', 'hsa-mir-3174']"
Gene_1954,"['hsa-mir-1245b', 'hsa-mir-21', 'hsa-mir-3175']"
Gene_1955,"['hsa-mir-1246', 'hsa-mir-20b', 'hsa-mir-3176']"
Gene_1956,"['hsa-mir-1247', 'hsa-mir-20a', 'hsa-mir-3177']"
Gene_1957,"['hsa-mir-1248', 'hsa-mir-208b', 'hsa-mir-3178']"
Gene_1958,"['hsa-mir-1249', 'hsa-mir-208a', 'hsa-mir-3179-1']"
Gene_1959,"['hsa-mir-1250', 'hsa-mir-206', 'hsa-mir-3179-2']"
Gene_1960,"['hsa-mir-1251', 'hsa-mir-2054', 'hsa-mir-3179-3']"
Gene_1961,"['hsa-mir-1252', 'hsa-mir-2053', 'hsa-mir-3179-4']"
Gene_1962,"['hsa-mir-1253', 'hsa-mir-2052', 'hsa-mir-3180-1']"
Gene_1963,"['hsa-mir-1254-1', 'hsa-mir-205', 'hsa-mir-3180-2']"
Gene_1964,"['hsa-mir-1254-2', 'hsa-mir-204', 'hsa-mir-3180-3']"
Gene_1965,"['hsa-mir-1255a', 'hsa-mir-203b', 'hsa-mir-3180-4']"
Gene_1966,"['hsa-mir-1255b-1', 'hsa-mir-203a', 'hsa-mir-3180-5']"
Gene_1967,"['hsa-mir-1255b-2', 'hsa-mir-202', 'hsa-mir-3181']"
Gene_1968,"['hsa-mir-1256', 'hsa-mir-200c', 'hsa-mir-3182']"
Gene_1969,"['hsa-mir-1257', 'hsa-mir-200b', 'hsa-mir-3183']"
Gene_1970,"['hsa-mir-1258', 'hsa-mir-200a', 'hsa-mir-3184']"
Gene_1971,"['hsa-mir-125a', 'hsa-mir-19b-2', 'hsa-mir-3185']"
Gene_1972,"['hsa-mir-125b-1', 'hsa-mir-19b-1', 'hsa-mir-3186']"
Gene_1973,"['hsa-mir-125b-2', 'hsa-mir-19a', 'hsa-mir-3187']"
Gene_1974,"['hsa-mir-126', 'hsa-mir-199b', 'hsa-mir-3188']"
Gene_1975,"['hsa-mir-1260a', 'hsa-mir-199a-2', 'hsa-mir-3189']"
Gene_1976,"['hsa-mir-1260b', 'hsa-mir-199a-1', 'hsa-mir-3190']"
Gene_1977,"['hsa-mir-1261', 'hsa-mir-198', 'hsa-mir-3191']"
Gene_1978,"['hsa-mir-1262', 'hsa-mir-1976', 'hsa-mir-3192']"
Gene_1979,"['hsa-mir-1263', 'hsa-mir-1973', 'hsa-mir-3193']"
Gene_1980,"['hsa-mir-1264', 'hsa-mir-1972-2', 'hsa-mir-3194']"
Gene_1981,"['hsa-mir-1265', 'hsa-mir-1972-1', 'hsa-mir-3195']"
Gene_1982,"['hsa-mir-1266', 'hsa-mir-197', 'hsa-mir-3196']"
Gene_1983,"['hsa-mir-1267', 'hsa-mir-196b', 'hsa-mir-3197']"
Gene_1984,"['hsa-mir-1268a', 'hsa-mir-196a-2', 'hsa-mir-3198-1']"
Gene_1985,"['hsa-mir-1268b', 'hsa-mir-196a-1', 'hsa-mir-3198-2']"
Gene_1986,"['hsa-mir-1269a', 'hsa-mir-195', 'hsa-mir-3199-1']"
Gene_1987,"['hsa-mir-1269b', 'hsa-mir-194-2', 'hsa-mir-3199-2']"
Gene_1988,"['hsa-mir-127', 'hsa-mir-194-1', 'hsa-mir-32']"
Gene_1989,"['hsa-mir-1270', 'hsa-mir-193b', 'hsa-mir-3200']"
Gene_1990,"['hsa-mir-1271', 'hsa-mir-193a', 'hsa-mir-3201']"
Gene_1991,"['hsa-mir-1272', 'hsa-mir-192', 'hsa-mir-3202-1']"
Gene_1992,"['hsa-mir-1273a', 'hsa-mir-1915', 'hsa-mir-3202-2']"
Gene_1993,"['hsa-mir-1273c', 'hsa-mir-1914', 'hsa-mir-320a']"
Gene_1994,"['hsa-mir-1273d', 'hsa-mir-1913', 'hsa-mir-320b-1']"
Gene_1995,"['hsa-mir-1273e', 'hsa-mir-1912', 'hsa-mir-320b-2']"
Gene_1996,"['hsa-mir-1273f', 'hsa-mir-1911', 'hsa-mir-320c-1']"
Gene_1997,"['hsa-mir-1273g', 'hsa-mir-1910', 'hsa-mir-320c-2']"
Gene_1998,"['hsa-mir-1273h', 'hsa-mir-191', 'hsa-mir-320d-1']"
Gene_1999,"['hsa-mir-1275', 'hsa-mir-190b', 'hsa-mir-320d-2']"
Gene_2000,"['hsa-mir-1276', 'hsa-mir-190a', 'hsa-mir-320e']"
Gene_2001,"['hsa-mir-1277', 'hsa-mir-1909', 'hsa-mir-323a']"
Gene_2002,"['hsa-mir-1278', 'hsa-mir-1908', 'hsa-mir-323b']"
Gene_2003,"['hsa-mir-1279', 'hsa-mir-18b', 'hsa-mir-324']"
Gene_2004,"['hsa-mir-128-1', 'hsa-mir-18a', 'hsa-mir-325']"
Gene_2005,"['hsa-mir-128-2', 'hsa-mir-188', 'hsa-mir-326']"
Gene_2006,"['hsa-mir-1281', 'hsa-mir-187', 'hsa-mir-328']"
Gene_2007,"['hsa-mir-1282', 'hsa-mir-186', 'hsa-mir-329-1']"
Gene_2008,"['hsa-mir-1283-1', 'hsa-mir-185', 'hsa-mir-329-2']"
Gene_2009,"['hsa-mir-1283-2', 'hsa-mir-184', 'hsa-mir-330']"
Gene_2010,"['hsa-mir-1284', 'hsa-mir-183', 'hsa-mir-331']"
Gene_2011,"['hsa-mir-1285-1', 'hsa-mir-1827', 'hsa-mir-335']"
Gene_2012,"['hsa-mir-1285-2', 'hsa-mir-1825', 'hsa-mir-337']"
Gene_2013,"['hsa-mir-1286', 'hsa-mir-182', 'hsa-mir-338']"
Gene_2014,"['hsa-mir-1287', 'hsa-mir-181d', 'hsa-mir-339']"
Gene_2015,"['hsa-mir-1288', 'hsa-mir-181c', 'hsa-mir-33a']"
Gene_2016,"['hsa-mir-1289-1', 'hsa-mir-181b-2', 'hsa-mir-33b']"
Gene_2017,"['hsa-mir-1289-2', 'hsa-mir-181b-1', 'hsa-mir-340']"
Gene_2018,"['hsa-mir-129-1', 'hsa-mir-181a-2', 'hsa-mir-342']"
Gene_2019,"['hsa-mir-129-2', 'hsa-mir-181a-1', 'hsa-mir-345']"
Gene_2020,"['hsa-mir-1290', 'hsa-mir-17', 'hsa-mir-346']"
Gene_2021,"['hsa-mir-1291', 'hsa-mir-16-2', 'hsa-mir-34a']"
Gene_2022,"['hsa-mir-1292', 'hsa-mir-16-1', 'hsa-mir-34b']"
Gene_2023,"['hsa-mir-1293', 'hsa-mir-15b', 'hsa-mir-34c']"
Gene_2024,"['hsa-mir-1294', 'hsa-mir-15a', 'hsa-mir-3529']"
Gene_2025,"['hsa-mir-1295a', 'hsa-mir-1587', 'hsa-mir-3591']"
Gene_2026,"['hsa-mir-1295b', 'hsa-mir-155', 'hsa-mir-3605']"
Gene_2027,"['hsa-mir-1296', 'hsa-mir-154', 'hsa-mir-3606']"
Gene_2028,"['hsa-mir-1297', 'hsa-mir-1539', 'hsa-mir-3607']"
Gene_2029,"['hsa-mir-1298', 'hsa-mir-1538', 'hsa-mir-3609']"
Gene_2030,"['hsa-mir-1299', 'hsa-mir-1537', 'hsa-mir-361']"
Gene_2031,"['hsa-mir-1301', 'hsa-mir-153-2', 'hsa-mir-3610']"
Gene_2032,"['hsa-mir-1302-1', 'hsa-mir-153-1', 'hsa-mir-3611']"
Gene_2033,"['hsa-mir-1302-10', 'hsa-mir-152', 'hsa-mir-3612']"
Gene_2034,"['hsa-mir-1302-11', 'hsa-mir-151b', 'hsa-mir-3613']"
Gene_2035,"['hsa-mir-1302-2', 'hsa-mir-151a', 'hsa-mir-3614']"
Gene_2036,"['hsa-mir-1302-3', 'hsa-mir-150', 'hsa-mir-3615']"
Gene_2037,"['hsa-mir-1302-4', 'hsa-mir-149', 'hsa-mir-3616']"
Gene_2038,"['hsa-mir-1302-5', 'hsa-mir-148b', 'hsa-mir-3617']"
Gene_2039,"['hsa-mir-1302-6', 'hsa-mir-148a', 'hsa-mir-3618']"
Gene_2040,"['hsa-mir-1302-7', 'hsa-mir-147b', 'hsa-mir-3619']"
Gene_2041,"['hsa-mir-1302-8', 'hsa-mir-147a', 'hsa-mir-362']"
Gene_2042,"['hsa-mir-1302-9', 'hsa-mir-1471', 'hsa-mir-3620']"
Gene_2043,"['hsa-mir-1303', 'hsa-mir-1470', 'hsa-mir-3621']"
Gene_2044,"['hsa-mir-1304', 'hsa-mir-146b', 'hsa-mir-3622a']"
Gene_2045,"['hsa-mir-1305', 'hsa-mir-146a', 'hsa-mir-3622b']"
Gene_2046,"['hsa-mir-1306', 'hsa-mir-1469', 'hsa-mir-363']"
Gene_2047,"['hsa-mir-1307', 'hsa-mir-1468', 'hsa-mir-3646']"
Gene_2048,"['hsa-mir-130a', 'hsa-mir-145', 'hsa-mir-3648-1']"
Gene_2049,"['hsa-mir-130b', 'hsa-mir-144', 'hsa-mir-3648-2']"
Gene_2050,"['hsa-mir-132', 'hsa-mir-143', 'hsa-mir-3649']"
Gene_2051,"['hsa-mir-1321', 'hsa-mir-142', 'hsa-mir-3650']"
Gene_2052,"['hsa-mir-1322', 'hsa-mir-141', 'hsa-mir-3651']"
Gene_2053,"['hsa-mir-1323', 'hsa-mir-140', 'hsa-mir-3652']"
Gene_2054,"['hsa-mir-1324', 'hsa-mir-139', 'hsa-mir-3653']"
Gene_2055,"['hsa-mir-133a-1', 'hsa-mir-138-2', 'hsa-mir-3654']"
Gene_2056,"['hsa-mir-133a-2', 'hsa-mir-138-1', 'hsa-mir-3655']"
Gene_2057,"['hsa-mir-133b', 'hsa-mir-137', 'hsa-mir-3656']"
Gene_2058,"['hsa-mir-134', 'hsa-mir-136', 'hsa-mir-3657']"
Gene_2059,"['hsa-mir-1343', 'hsa-mir-135b', 'hsa-mir-3658']"
Gene_2060,"['hsa-mir-135a-1', 'hsa-mir-135a-2', 'hsa-mir-3659']"
Gene_2061,"['hsa-mir-135a-2', 'hsa-mir-135a-1', 'hsa-mir-365a']"
Gene_2062,"['hsa-mir-135b', 'hsa-mir-1343', 'hsa-mir-365b']"
Gene_2063,"['hsa-mir-136', 'hsa-mir-134', 'hsa-mir-3660']"
Gene_2064,"['hsa-mir-137', 'hsa-mir-133b', 'hsa-mir-3661']"
Gene_2065,"['hsa-mir-138-1', 'hsa-mir-133a-2', 'hsa-mir-3662']"
Gene_2066,"['hsa-mir-138-2', 'hsa-mir-133a-1', 'hsa-mir-3663']"
Gene_2067,"['hsa-mir-139', 'hsa-mir-1324', 'hsa-mir-3664']"
Gene_2068,"['hsa-mir-140', 'hsa-mir-1323', 'hsa-mir-3665']"
Gene_2069,"['hsa-mir-141', 'hsa-mir-1322', 'hsa-mir-3666']"
Gene_2070,"['hsa-mir-142', 'hsa-mir-1321', 'hsa-mir-3667']"
Gene_2071,"['hsa-mir-143', 'hsa-mir-132', 'hsa-mir-3668']"
Gene_2072,"['hsa-mir-144', 'hsa-mir-130b', 'hsa-mir-367']"
Gene_2073,"['hsa-mir-145', 'hsa-mir-130a', 'hsa-mir-3670-1']"
Gene_2074,"['hsa-mir-1468', 'hsa-mir-1307', 'hsa-mir-3670-2']"
Gene_2075,"['hsa-mir-1469', 'hsa-mir-1306', 'hsa-mir-3670-3']"
Gene_2076,"['hsa-mir-146a', 'hsa-mir-1305', 'hsa-mir-3670-4']"
Gene_2077,"['hsa-mir-146b', 'hsa-mir-1304', 'hsa-mir-3671']"
Gene_2078,"['hsa-mir-1470', 'hsa-mir-1303', 'hsa-mir-3672']"
Gene_2079,"['hsa-mir-1471', 'hsa-mir-1302-9', 'hsa-mir-3674']"
Gene_2080,"['hsa-mir-147a', 'hsa-mir-1302-8', 'hsa-mir-3675']"
Gene_2081,"['hsa-mir-147b', 'hsa-mir-1302-7', 'hsa-mir-3677']"
Gene_2082,"['hsa-mir-148a', 'hsa-mir-1302-6', 'hsa-mir-3678']"
Gene_2083,"['hsa-mir-148b', 'hsa-mir-1302-5', 'hsa-mir-3679']"
Gene_2084,"['hsa-mir-149', 'hsa-mir-1302-4', 'hsa-mir-3680-1']"
Gene_2085,"['hsa-mir-150', 'hsa-mir-1302-3', 'hsa-mir-3680-2']"
Gene_2086,"['hsa-mir-151a', 'hsa-mir-1302-2', 'hsa-mir-3681']"
Gene_2087,"['hsa-mir-151b', 'hsa-mir-1302-11', 'hsa-mir-3682']"
Gene_2088,"['hsa-mir-152', 'hsa-mir-1302-10', 'hsa-mir-3683']"
Gene_2089,"['hsa-mir-153-1', 'hsa-mir-1302-1', 'hsa-mir-3684']"
Gene_2090,"['hsa-mir-153-2', 'hsa-mir-1301', 'hsa-mir-3685']"
Gene_2091,"['hsa-mir-1537', 'hsa-mir-1299', 'hsa-mir-3686']"
Gene_2092,"['hsa-mir-1538', 'hsa-mir-1298', 'hsa-mir-3687-1']"
Gene_2093,"['hsa-mir-1539', 'hsa-mir-1297', 'hsa-mir-3687-2']"
Gene_2094,"['hsa-mir-154', 'hsa-mir-1296', 'hsa-mir-3688-1']"
Gene_2095,"['hsa-mir-155', 'hsa-mir-1295b', 'hsa-mir-3688-2']"
Gene_2096,"['hsa-mir-1587', 'hsa-mir-1295a', 'hsa-mir-3689a']"
Gene_2097,"['hsa-mir-15a', 'hsa-mir-1294', 'hsa-mir-3689b']"
Gene_2098,"['hsa-mir-15b', 'hsa-mir-1293', 'hsa-mir-3689c']"
Gene_2099,"['hsa-mir-16-1', 'hsa-mir-1292', 'hsa-mir-3689d-1']"
Gene_2100,"['hsa-mir-16-2', 'hsa-mir-1291', 'hsa-mir-3689d-2']"
Gene_2101,"['hsa-mir-17', 'hsa-mir-1290', 'hsa-mir-3689e']"
Gene_2102,"['hsa-mir-181a-1', 'hsa-mir-129-2', 'hsa-mir-3689f']"
Gene_2103,"['hsa-mir-181a-2', 'hsa-mir-129-1', 'hsa-mir-369']"
Gene_2104,"['hsa-mir-181b-1', 'hsa-mir-1289-2', 'hsa-mir-3690-1']"
Gene_2105,"['hsa-mir-181b-2', 'hsa-mir-1289-1', 'hsa-mir-3690-2']"
Gene_2106,"['hsa-mir-181c', 'hsa-mir-1288', 'hsa-mir-3691']"
Gene_2107,"['hsa-mir-181d', 'hsa-mir-1287', 'hsa-mir-3692']"
Gene_2108,"['hsa-mir-182', 'hsa-mir-1286', 'hsa-mir-370']"
Gene_2109,"['hsa-mir-1825', 'hsa-mir-1285-2', 'hsa-mir-3713']"
Gene_2110,"['hsa-mir-1827', 'hsa-mir-1285-1', 'hsa-mir-3714']"
Gene_2111,"['hsa-mir-183', 'hsa-mir-1284', 'hsa-mir-371a']"
Gene_2112,"['hsa-mir-184', 'hsa-mir-1283-2', 'hsa-mir-371b']"
Gene_2113,"['hsa-mir-185', 'hsa-mir-1283-1', 'hsa-mir-372']"
Gene_2114,"['hsa-mir-186', 'hsa-mir-1282', 'hsa-mir-373']"
